,sentence,label
7153,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0
2466,"It can be contacts, market experience or whatever, but once they are championing your company, it adds significant value.",1
1736,"We saw that good ideas weren’t getting the funding they deserved, because entrepreneurs’ access to angels outside their immediate circles was severely restricted",1
2418,"Everybody has signed, except one or two investors… One is going on holiday for two weeks and the other is dragging their feet",1
9278,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,0
8316,Why nothing. Ok anyway give me treat,0
195,Trying to run the company at the same time as fundraise,1
491,I’m obsessed with learning more about how I can support shoppers whilst delivering value and growth to help retailers in the face of ever increasing commercial challenges.,1
6456,(And easier to type!),1
516,Why did you decide to raise investment?,1
168,Let’s be the catalysts for the change we need to transform the prospects for female entrepreneurs.,1
11180,"Ok da, i already planned. I wil pick you.",0
3607,"These new companies which include Tesla and Alibaba, facilitate, and benefit from interactions and data exchanges among multiple people and groups–from customers and stakeholders.",1
2502,We now have 40 networks extending to 90 different countries,1
6454,"So, for the remainder of the post, I shall refer to it as DD",1
9725,No. But we'll do medical missions to nigeria,0
849,"Questions that quickly provide and demonstrate some PROOF that the founder’s journey might currently have relevancy, currency and influence over their market sector",1
8145,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",0
9907,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.,0
1399,How has this been impacted and are you adjusting your plans?,1
10029,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",0
7905,Hey what's up charles sorry about the late reply.,0
1095,"Six months later I finally plucked up the courage to do it and when I finally did, I was blown away with the benefits – I got fitter, faster, healthier, a better husband, a better dad",1
6959,"Renowned for its super-cool prints, slouchy cotton fabric and effortless tailored cuts, they’re now stocked in department stores from London to New York.",1
11394,"Only just got this message, not ignoring you. Yes, i was. Shopping that is",0
957,Understand who has the capacity to follow on relatively easily if the company requires more money,1
11548,"Haha, my friend tyler literally just asked if you could get him a dubsack",0
3290,Do you need a background in tech to launch a tech business? ,1
11513,"Sure, whenever you show the fuck up &gt;:(",0
11337,Yes when is the appt again?,0
5796,"angel investment, bakery, fundraising, london, oree",1
4931,How are you coping with lockdown? What is your strategy?,1
1549,Tell us about Mammalo:,1
2779,"How do they add value to the company? Do they have a network they can introduce you to? Also, do you have good chemistry with the investor? It’s like getting married, because it’s hard to get divorced! ",1
7053,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about \the cave\"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.""",0
11168,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,0
7113,GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,0
2665,"Like with PROJECTION above, founders with a deeper journey and understanding will be more comfortable baking in these two new functions into their plans and pitches",1
3461,There has also been impressive growth in other parts of the country,1
5533,"Instead, ticket sizes average at a healthier £50,000",1
11136,Just got to  &lt;#&gt;,0
5560,"New content includes spotlight interviews with founders, advice and guidance for startups who need support",1
269,"Making dinner times stress free and enabling our customers to be adventurous in the kitchen, as well as supporting their healthy lifestyles",1
12038,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,0
10045,So how's the weather over there?,0
3012,"The heads of the department then in turn, have meetings with their relevant sub teams to ensure that there is 100% alignment and coordination",1
2540,Understanding The Shift ,1
11911,I am on the way to tirupur.,0
6681,"An example of this, as mentioned above, is the fast developing country of Mongolia – remote and nomadic in culture – who have adopted what3words as their official addressing system",1
7328,"Cool, text me when you're parked",0
10705,Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-),0
9129,Mine here like all fr china then so noisy.,0
9050,Hi where you. You in home or calicut?,0
11003,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant,0
12220,I have to take exam with in march 3,0
5957,"We are especially interested in the role technology can play for impact companies in bringing about positive change in the world, while generating returns for investors.",1
5589,"Meanwhile investors registering on the site have surged nearly 40% year on year, now standing at more than 200,000 registered business angels",1
6653,"Our free what3words app, available for iOS and Android, and the online map enable people to find, share and navigate to 3-word addresses is available in 22 languages",1
12394,I dont know exactly could you ask chechi.,0
8217,"Damn, can you make it tonight or do you want to just wait til tomorrow",0
8357,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",0
